iso3,country_name,year,region,classification,paper_case_group,case_china_benchmark,case_resilient_sovereign,case_sri_lanka_anchor,case_high_debt_resilient,case_resource_conversion,case_strategic_conversion,case_strategic_transition,case_vulnerability_trap,case_geoeconomic_pressure,case_creditor_conversion,case_reform_case,legitimacy_score,weather_buffers_score,terrain_productive_capacity_score,command_state_capacity_score,doctrine_fiscal_framework_score,track_record_score,conversion_capacity_score,resilience_score,scorecard_mean_8,gdp_growth,gdp_current_usd,gdp_per_capita_current_usd,inflation_cpi,current_account_gdp,exports_gdp,imports_gdp,gross_capital_formation_gdp,manufacturing_value_added_gdp,tax_revenue_gdp,central_gov_debt_gdp,external_debt_gni,debt_service_exports,short_term_debt_reserves,reserves_months_imports,remittances_gdp,tourism_receipts_gdp,fuel_imports_merch_imports,food_imports_merch_imports,government_effectiveness,control_corruption,rule_of_law,political_stability,regulatory_quality,voice_accountability,disaster_event,disaster_damage_gdp,default_event,banking_crisis,imf_program_active,currency_depreciation,currency_crisis,inflation_surge,output_loss_3yr,P_productive_capacity,R_resilience_buffers,L_fiscal_legitimacy,M_fiscal_manoeuvrability,C_conversion_capacity,V_safe_vulnerability,SFRI_equal_weight,SFRI_weighted,NCS_5yr,DCR_5yr
SAU,Saudi Arabia,2001,Middle East & North Africa,Resource-conversion sovereign,resource_conversion,0,0,0,0,1,0,0,0,0,0,0,3,4,5,4,4,3,5,4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,Saudi Arabia,2002,Middle East & North Africa,Resource-conversion sovereign,resource_conversion,0,0,0,0,1,0,0,0,0,0,0,3,4,5,4,4,3,5,4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,Saudi Arabia,2003,Middle East & North Africa,Resource-conversion sovereign,resource_conversion,0,0,0,0,1,0,0,0,0,0,0,3,4,5,4,4,3,5,4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,Saudi Arabia,2004,Middle East & North Africa,Resource-conversion sovereign,resource_conversion,0,0,0,0,1,0,0,0,0,0,0,3,4,5,4,4,3,5,4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,Saudi Arabia,2005,Middle East & North Africa,Resource-conversion sovereign,resource_conversion,0,0,0,0,1,0,0,0,0,0,0,3,4,5,4,4,3,5,4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,Saudi Arabia,2006,Middle East & North Africa,Resource-conversion sovereign,resource_conversion,0,0,0,0,1,0,0,0,0,0,0,3,4,5,4,4,3,5,4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,Saudi Arabia,2007,Middle East & North Africa,Resource-conversion sovereign,resource_conversion,0,0,0,0,1,0,0,0,0,0,0,3,4,5,4,4,3,5,4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,Saudi Arabia,2008,Middle East & North Africa,Resource-conversion sovereign,resource_conversion,0,0,0,0,1,0,0,0,0,0,0,3,4,5,4,4,3,5,4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,Saudi Arabia,2009,Middle East & North Africa,Resource-conversion sovereign,resource_conversion,0,0,0,0,1,0,0,0,0,0,0,3,4,5,4,4,3,5,4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,Saudi Arabia,2010,Middle East & North Africa,Resource-conversion sovereign,resource_conversion,0,0,0,0,1,0,0,0,0,0,0,3,4,5,4,4,3,5,4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,Saudi Arabia,2011,Middle East & North Africa,Resource-conversion sovereign,resource_conversion,0,0,0,0,1,0,0,0,0,0,0,3,4,5,4,4,3,5,4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,Saudi Arabia,2012,Middle East & North Africa,Resource-conversion sovereign,resource_conversion,0,0,0,0,1,0,0,0,0,0,0,3,4,5,4,4,3,5,4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,Saudi Arabia,2013,Middle East & North Africa,Resource-conversion sovereign,resource_conversion,0,0,0,0,1,0,0,0,0,0,0,3,4,5,4,4,3,5,4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,Saudi Arabia,2014,Middle East & North Africa,Resource-conversion sovereign,resource_conversion,0,0,0,0,1,0,0,0,0,0,0,3,4,5,4,4,3,5,4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,Saudi Arabia,2015,Middle East & North Africa,Resource-conversion sovereign,resource_conversion,0,0,0,0,1,0,0,0,0,0,0,3,4,5,4,4,3,5,4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,Saudi Arabia,2016,Middle East & North Africa,Resource-conversion sovereign,resource_conversion,0,0,0,0,1,0,0,0,0,0,0,3,4,5,4,4,3,5,4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,Saudi Arabia,2017,Middle East & North Africa,Resource-conversion sovereign,resource_conversion,0,0,0,0,1,0,0,0,0,0,0,3,4,5,4,4,3,5,4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,Saudi Arabia,2018,Middle East & North Africa,Resource-conversion sovereign,resource_conversion,0,0,0,0,1,0,0,0,0,0,0,3,4,5,4,4,3,5,4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,Saudi Arabia,2019,Middle East & North Africa,Resource-conversion sovereign,resource_conversion,0,0,0,0,1,0,0,0,0,0,0,3,4,5,4,4,3,5,4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,Saudi Arabia,2020,Middle East & North Africa,Resource-conversion sovereign,resource_conversion,0,0,0,0,1,0,0,0,0,0,0,3,4,5,4,4,3,5,4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,Saudi Arabia,2021,Middle East & North Africa,Resource-conversion sovereign,resource_conversion,0,0,0,0,1,0,0,0,0,0,0,3,4,5,4,4,3,5,4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,Saudi Arabia,2022,Middle East & North Africa,Resource-conversion sovereign,resource_conversion,0,0,0,0,1,0,0,0,0,0,0,3,4,5,4,4,3,5,4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,Saudi Arabia,2023,Middle East & North Africa,Resource-conversion sovereign,resource_conversion,0,0,0,0,1,0,0,0,0,0,0,3,4,5,4,4,3,5,4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,Saudi Arabia,2024,Middle East & North Africa,Resource-conversion sovereign,resource_conversion,0,0,0,0,1,0,0,0,0,0,0,3,4,5,4,4,3,5,4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,Saudi Arabia,2025,Middle East & North Africa,Resource-conversion sovereign,resource_conversion,0,0,0,0,1,0,0,0,0,0,0,3,4,5,4,4,3,5,4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,1980,Middle East & North Africa,Small-state geoeconomic command state,strategic_conversion,0,0,0,0,0,1,0,0,0,0,0,3,4,4,5,5,5,5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,1981,Middle East & North Africa,Small-state geoeconomic command state,strategic_conversion,0,0,0,0,0,1,0,0,0,0,0,3,4,4,5,5,5,5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,1982,Middle East & North Africa,Small-state geoeconomic command state,strategic_conversion,0,0,0,0,0,1,0,0,0,0,0,3,4,4,5,5,5,5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,1983,Middle East & North Africa,Small-state geoeconomic command state,strategic_conversion,0,0,0,0,0,1,0,0,0,0,0,3,4,4,5,5,5,5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,1984,Middle East & North Africa,Small-state geoeconomic command state,strategic_conversion,0,0,0,0,0,1,0,0,0,0,0,3,4,4,5,5,5,5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,1985,Middle East & North Africa,Small-state geoeconomic command state,strategic_conversion,0,0,0,0,0,1,0,0,0,0,0,3,4,4,5,5,5,5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,1986,Middle East & North Africa,Small-state geoeconomic command state,strategic_conversion,0,0,0,0,0,1,0,0,0,0,0,3,4,4,5,5,5,5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,1987,Middle East & North Africa,Small-state geoeconomic command state,strategic_conversion,0,0,0,0,0,1,0,0,0,0,0,3,4,4,5,5,5,5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,1988,Middle East & North Africa,Small-state geoeconomic command state,strategic_conversion,0,0,0,0,0,1,0,0,0,0,0,3,4,4,5,5,5,5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,1989,Middle East & North Africa,Small-state geoeconomic command state,strategic_conversion,0,0,0,0,0,1,0,0,0,0,0,3,4,4,5,5,5,5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,1990,Middle East & North Africa,Small-state geoeconomic command state,strategic_conversion,0,0,0,0,0,1,0,0,0,0,0,3,4,4,5,5,5,5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,1991,Middle East & North Africa,Small-state geoeconomic command state,strategic_conversion,0,0,0,0,0,1,0,0,0,0,0,3,4,4,5,5,5,5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,1992,Middle East & North Africa,Small-state geoeconomic command state,strategic_conversion,0,0,0,0,0,1,0,0,0,0,0,3,4,4,5,5,5,5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,1993,Middle East & North Africa,Small-state geoeconomic command state,strategic_conversion,0,0,0,0,0,1,0,0,0,0,0,3,4,4,5,5,5,5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,1994,Middle East & North Africa,Small-state geoeconomic command state,strategic_conversion,0,0,0,0,0,1,0,0,0,0,0,3,4,4,5,5,5,5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,1995,Middle East & North Africa,Small-state geoeconomic command state,strategic_conversion,0,0,0,0,0,1,0,0,0,0,0,3,4,4,5,5,5,5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,1996,Middle East & North Africa,Small-state geoeconomic command state,strategic_conversion,0,0,0,0,0,1,0,0,0,0,0,3,4,4,5,5,5,5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,1997,Middle East & North Africa,Small-state geoeconomic command state,strategic_conversion,0,0,0,0,0,1,0,0,0,0,0,3,4,4,5,5,5,5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,1998,Middle East & North Africa,Small-state geoeconomic command state,strategic_conversion,0,0,0,0,0,1,0,0,0,0,0,3,4,4,5,5,5,5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,1999,Middle East & North Africa,Small-state geoeconomic command state,strategic_conversion,0,0,0,0,0,1,0,0,0,0,0,3,4,4,5,5,5,5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,2000,Middle East & North Africa,Small-state geoeconomic command state,strategic_conversion,0,0,0,0,0,1,0,0,0,0,0,3,4,4,5,5,5,5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,2001,Middle East & North Africa,Small-state geoeconomic command state,strategic_conversion,0,0,0,0,0,1,0,0,0,0,0,3,4,4,5,5,5,5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,2002,Middle East & North Africa,Small-state geoeconomic command state,strategic_conversion,0,0,0,0,0,1,0,0,0,0,0,3,4,4,5,5,5,5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,2003,Middle East & North Africa,Small-state geoeconomic command state,strategic_conversion,0,0,0,0,0,1,0,0,0,0,0,3,4,4,5,5,5,5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,2004,Middle East & North Africa,Small-state geoeconomic command state,strategic_conversion,0,0,0,0,0,1,0,0,0,0,0,3,4,4,5,5,5,5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,2005,Middle East & North Africa,Small-state geoeconomic command state,strategic_conversion,0,0,0,0,0,1,0,0,0,0,0,3,4,4,5,5,5,5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,2006,Middle East & North Africa,Small-state geoeconomic command state,strategic_conversion,0,0,0,0,0,1,0,0,0,0,0,3,4,4,5,5,5,5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,2007,Middle East & North Africa,Small-state geoeconomic command state,strategic_conversion,0,0,0,0,0,1,0,0,0,0,0,3,4,4,5,5,5,5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,2008,Middle East & North Africa,Small-state geoeconomic command state,strategic_conversion,0,0,0,0,0,1,0,0,0,0,0,3,4,4,5,5,5,5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,2009,Middle East & North Africa,Small-state geoeconomic command state,strategic_conversion,0,0,0,0,0,1,0,0,0,0,0,3,4,4,5,5,5,5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,2010,Middle East & North Africa,Small-state geoeconomic command state,strategic_conversion,0,0,0,0,0,1,0,0,0,0,0,3,4,4,5,5,5,5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,2011,Middle East & North Africa,Small-state geoeconomic command state,strategic_conversion,0,0,0,0,0,1,0,0,0,0,0,3,4,4,5,5,5,5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,2012,Middle East & North Africa,Small-state geoeconomic command state,strategic_conversion,0,0,0,0,0,1,0,0,0,0,0,3,4,4,5,5,5,5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,2013,Middle East & North Africa,Small-state geoeconomic command state,strategic_conversion,0,0,0,0,0,1,0,0,0,0,0,3,4,4,5,5,5,5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,2014,Middle East & North Africa,Small-state geoeconomic command state,strategic_conversion,0,0,0,0,0,1,0,0,0,0,0,3,4,4,5,5,5,5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,2015,Middle East & North Africa,Small-state geoeconomic command state,strategic_conversion,0,0,0,0,0,1,0,0,0,0,0,3,4,4,5,5,5,5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,2016,Middle East & North Africa,Small-state geoeconomic command state,strategic_conversion,0,0,0,0,0,1,0,0,0,0,0,3,4,4,5,5,5,5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,2017,Middle East & North Africa,Small-state geoeconomic command state,strategic_conversion,0,0,0,0,0,1,0,0,0,0,0,3,4,4,5,5,5,5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,2018,Middle East & North Africa,Small-state geoeconomic command state,strategic_conversion,0,0,0,0,0,1,0,0,0,0,0,3,4,4,5,5,5,5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,2019,Middle East & North Africa,Small-state geoeconomic command state,strategic_conversion,0,0,0,0,0,1,0,0,0,0,0,3,4,4,5,5,5,5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,2020,Middle East & North Africa,Small-state geoeconomic command state,strategic_conversion,0,0,0,0,0,1,0,0,0,0,0,3,4,4,5,5,5,5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,2021,Middle East & North Africa,Small-state geoeconomic command state,strategic_conversion,0,0,0,0,0,1,0,0,0,0,0,3,4,4,5,5,5,5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,2022,Middle East & North Africa,Small-state geoeconomic command state,strategic_conversion,0,0,0,0,0,1,0,0,0,0,0,3,4,4,5,5,5,5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,2023,Middle East & North Africa,Small-state geoeconomic command state,strategic_conversion,0,0,0,0,0,1,0,0,0,0,0,3,4,4,5,5,5,5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,2024,Middle East & North Africa,Small-state geoeconomic command state,strategic_conversion,0,0,0,0,0,1,0,0,0,0,0,3,4,4,5,5,5,5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,2025,Middle East & North Africa,Small-state geoeconomic command state,strategic_conversion,0,0,0,0,0,1,0,0,0,0,0,3,4,4,5,5,5,5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY,Egypt,1980,Middle East & North Africa,Vulnerability-trapped strategic state,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,2,2,3,3,2,2,2,2,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY,Egypt,1981,Middle East & North Africa,Vulnerability-trapped strategic state,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,2,2,3,3,2,2,2,2,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY,Egypt,1982,Middle East & North Africa,Vulnerability-trapped strategic state,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,2,2,3,3,2,2,2,2,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY,Egypt,1983,Middle East & North Africa,Vulnerability-trapped strategic state,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,2,2,3,3,2,2,2,2,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY,Egypt,1984,Middle East & North Africa,Vulnerability-trapped strategic state,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,2,2,3,3,2,2,2,2,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY,Egypt,1985,Middle East & North Africa,Vulnerability-trapped strategic state,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,2,2,3,3,2,2,2,2,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY,Egypt,1986,Middle East & North Africa,Vulnerability-trapped strategic state,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,2,2,3,3,2,2,2,2,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY,Egypt,1987,Middle East & North Africa,Vulnerability-trapped strategic state,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,2,2,3,3,2,2,2,2,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY,Egypt,1988,Middle East & North Africa,Vulnerability-trapped strategic state,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,2,2,3,3,2,2,2,2,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY,Egypt,1989,Middle East & North Africa,Vulnerability-trapped strategic state,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,2,2,3,3,2,2,2,2,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY,Egypt,1990,Middle East & North Africa,Vulnerability-trapped strategic state,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,2,2,3,3,2,2,2,2,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY,Egypt,1991,Middle East & North Africa,Vulnerability-trapped strategic state,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,2,2,3,3,2,2,2,2,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY,Egypt,1992,Middle East & North Africa,Vulnerability-trapped strategic state,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,2,2,3,3,2,2,2,2,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY,Egypt,1993,Middle East & North Africa,Vulnerability-trapped strategic state,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,2,2,3,3,2,2,2,2,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY,Egypt,1994,Middle East & North Africa,Vulnerability-trapped strategic state,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,2,2,3,3,2,2,2,2,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY,Egypt,1995,Middle East & North Africa,Vulnerability-trapped strategic state,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,2,2,3,3,2,2,2,2,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY,Egypt,1996,Middle East & North Africa,Vulnerability-trapped strategic state,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,2,2,3,3,2,2,2,2,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY,Egypt,1997,Middle East & North Africa,Vulnerability-trapped strategic state,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,2,2,3,3,2,2,2,2,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY,Egypt,1998,Middle East & North Africa,Vulnerability-trapped strategic state,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,2,2,3,3,2,2,2,2,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY,Egypt,1999,Middle East & North Africa,Vulnerability-trapped strategic state,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,2,2,3,3,2,2,2,2,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY,Egypt,2000,Middle East & North Africa,Vulnerability-trapped strategic state,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,2,2,3,3,2,2,2,2,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY,Egypt,2001,Middle East & North Africa,Vulnerability-trapped strategic state,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,2,2,3,3,2,2,2,2,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY,Egypt,2002,Middle East & North Africa,Vulnerability-trapped strategic state,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,2,2,3,3,2,2,2,2,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY,Egypt,2003,Middle East & North Africa,Vulnerability-trapped strategic state,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,2,2,3,3,2,2,2,2,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY,Egypt,2004,Middle East & North Africa,Vulnerability-trapped strategic state,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,2,2,3,3,2,2,2,2,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY,Egypt,2005,Middle East & North Africa,Vulnerability-trapped strategic state,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,2,2,3,3,2,2,2,2,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY,Egypt,2006,Middle East & North Africa,Vulnerability-trapped strategic state,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,2,2,3,3,2,2,2,2,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY,Egypt,2007,Middle East & North Africa,Vulnerability-trapped strategic state,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,2,2,3,3,2,2,2,2,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY,Egypt,2008,Middle East & North Africa,Vulnerability-trapped strategic state,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,2,2,3,3,2,2,2,2,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY,Egypt,2009,Middle East & North Africa,Vulnerability-trapped strategic state,vulnerability_trap,0,0,0,0,0,0,0,1,0,0,0,2,2,3,3,2,2,2,2,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
